population	plantID	Inflo	infloID	Numfl	posicionestig	Longestigma	styleexertion	herkoAbsol	posicionestilo	herkoRela	longcor	anchcor	longP	anchP
E	E38	RJ	E38RJ	20	E	4.64	4.64	NA	DE	NA	54.99	2.85	17.34	12.99
E	E38	RJ	E38RJ		E	4.13	4.13	NA	DE	NA	57.2	2.27	17.57	13.68
E	E38	RJ	E38RJ		E	4.36	4.36	NA	DE	NA	31.32	2.16	16.59	11.43
E	E38	AZ	E38AZ	18	E	4.1	4.1	NA	DE	NA	42.14	2.99	16.5	13.57
E	E38	AZ	E38AZ		E	5.55	5.55	NA	DE	NA	32.98	2.61	14.28	11.25
E	E32	AZ	E32AZ	18	E	9.51	9.51	3.17	EE	3.17	29.07	2.61	14.81	9.85
E	E32	AZ	E32AZ		E	8.77	8.77	3.17	EE	3.17	25.89	2.07	13.74	9.86
E	E32	AZ	E32AZ		E	8.76	8.76	3.17	EE	3.17	28.12	2.63	12.19	9.82
E	E32	AZ	E32AZ		E	10.04	10.04	3.17	EE	3.17	26.63	2.33	12.05	13.15
E	E32	AM	E32AM	12	E	7.31	7.31	3.17	EE	3.17	17.09	1.73	7.78	10.44
E	E32	AM	E32AM		E	6.58	6.58	3.17	EE	3.17	13.89	0.97	7.12	7.28
E	E32	AM	E32AM		E	7.93	7.93	3.17	EE	3.17	15.09	1.9	8	7.91
E	E32	AM	E32AM		E	6.72	6.72	3.17	EE	3.17	17.33	2	8.15	11.33
E	E32	RJ	E32RJ	6	E	7.57	7.57	3.17	EE	3.17	20.59	2.31	10.29	9.82
E	E32	RJ	E32RJ		E	10.11	10.11	3.17	EE	3.17	26.31	3.29	11.98	10.61
E	E32	RJ	E32RJ		E	8.43	8.43	3.17	EE	3.17	21.4	2.7	11.95	11.62
E	E32	RJ	E32RJ		E	7.18	7.18	3.17	EE	3.17	23.6	2.26	11.99	9.29
E	E32	AZ-RJ	E32AZ-RJ	12	E	8.22	8.22	3.17	EE	3.17	25.73	2.22	10.17	10.01
E	E32	AZ-RJ	E32AZ-RJ		E	8.09	8.09	3.17	EE	3.17	27.84	2.05	10.55	7.86
E	E32	AZ-RJ	E32AZ-RJ		E	6.25	6.25	3.17	EE	3.17	25.63	2.43	10.69	8.95
E	E32	AZ-RJ	E32AZ-RJ		E	8.62	8.62	3.17	EE	3.17	20.19	1.33	8.87	7.46
E	E32	AM-RJ	E32AM-RJ	12	E	7.49	7.49	3.17	EE	3.17	25.82	1.87	11.85	12.33
E	E32	AM-RJ	E32AM-RJ		E	8.83	8.83	3.17	EE	3.17	26.6	2.16	11.04	12.09
E	E32	AM-RJ	E32AM-RJ		E	7.69	7.69	3.17	EE	3.17	25.1	3.3	11.85	10.95
E	E32	AM-RJ	E32AM-RJ		E	7.92	7.92	3.17	EE	3.17	27.95	1.59	12	9.06
E	E30	RJ	E30RJ	18	E	8.9	8.9	4.55	EE	4.55	22.98	2.73	13.28	10.84
E	E30	RJ	E30RJ		E	9.94	9.94	4.55	EE	4.55	24.78	2.72	12.68	10.14
E	E30	RJ	E30RJ		E	9.53	9.53	4.55	EE	4.55	24.07	2.4	11.19	10.16
E	E30	RJ	E30RJ		E	10.16	10.16	4.55	EE	4.55	22.92	2.76	10.8	10.4
E	E30	AZ	E30AZ	12	E	9.51	9.51	4.55	EE	4.55	25.04	2.08	12.78	12
E	E30	AZ	E30AZ		E	9.57	9.57	4.55	EE	4.55	25.6	2.07	12.38	13.86
E	E30	AZ	E30AZ		E	9.36	9.36	4.55	EE	4.55	26.38	2.89	14.53	10.29
E	E30	AZ	E30AZ		E	9.7	9.7	4.55	EE	4.55	26.4	2.79	13.59	11.46
E	E30	AM	E30AM	17	E	8.44	8.44	4.55	EE	4.55	25.27	2.49	13.59	12.36
E	E30	AM	E30AM		E	7.96	7.96	4.55	EE	4.55	26.03	2.63	12.8	13.11
E	E30	AM	E30AM		E	6.04	6.04	4.55	EE	4.55	25.32	2.67	13.27	13.23
E	E30	AM	E30AM		E	8.63	8.63	4.55	EE	4.55	25.7	2.28	13.56	12.03
E	E6	RJ	E6RJ	6	AP	0	0	NA	DE	NA	34.59	2.19	14.78	9.56
E	E6	RJ	E6RJ		D	1.5	-1.5	NA	DE	NA	35.56	2.1	10.73	8.21
E	E6	RJ	E6RJ		AP	0	0	NA	DE	NA	34.88	2.17	12.6	8.84
E	E6	RJ	E6RJ		D	2	-2	NA	DE	NA	34.6	2.4	12.05	8.99
E	E6	AZ	E6AZ	7	AP	0	0	NA	DE	NA	33.02	2.08	13.29	9.09
E	E6	AZ	E6AZ		D	0.52	-0.52	NA	DE	NA	37.66	2.04	13.9	8.49
E	E6	AZ	E6AZ		AP	0	0	NA	DE	NA	33.61	2.65	12.69	7.6
E	E6	AZ	E6AZ		AP	0	0	NA	DE	NA	33.23	2.24	11.58	8.36
E	E30	RS	E30RS	18	E	8	8	4.55	EE	4.55	25.21	2.43	14.02	10.76
E	E30	RS	E30RS		E	8.8	8.8	4.55	EE	4.55	24.01	2.75	12.51	9.57
E	E30	RS	E30RS		E	9.75	9.75	4.55	EE	4.55	25.76	2.98	14.8	10.59
E	E30	RS	E30RS		E	10.04	10.04	4.55	EE	4.55	24.71	2.96	15.06	11.05
E	E30	BL	E30BL	12	E	9.88	9.88	4.55	EE	4.55	22.05	2.66	12.68	9.08
E	E30	BL	E30BL		E	9.55	9.55	4.55	EE	4.55	22.38	2.75	12.51	9.57
E	E30	BL	E30BL		E	10.05	10.05	4.55	EE	4.55	20.62	2.32	10.45	9.64
E	E30	BL	E30BL		E	7.57	7.57	4.55	EE	4.55	18.64	2.36	10.23	10.17
E	E49	AZ	E49AZ	10	E	5.61	5.61	5.21	EE	5.21	19.45	2.28	8.32	8.41
E	E49	AZ	E49AZ		E	5.93	5.93	5.21	EE	5.21	17.68	2.33	6.32	7.98
E	E49	AZ	E49AZ		E	7.29	7.29	5.21	EE	5.21	22.28	2.13	7.85	8.18
E	E49	AZ	E49AZ		E	9.16	9.16	5.21	EE	5.21	25.22	2.06	8.61	9.39
E	E49	RJ	E49RJ	11	E	7.89	7.89	5.21	EE	5.21	22.22	2.07	9.3	9.21
E	E49	RJ	E49RJ		E	7.98	7.98	5.21	EE	5.21	22.57	2.53	8.69	8.99
E	E49	RJ	E49RJ		E	8.66	8.66	5.21	EE	5.21	26.01	2.85	9.28	9.24
E	E49	RJ	E49RJ		E			5.21	EE	5.21	19.56	2.29	7.94	9.04
E	E49	RS	E49RS	12	E	9.14	9.14	5.21	EE	5.21	28.69	2.75	10.83	12.16
E	E49	RS	E49RS		E	6.38	6.38	5.21	EE	5.21	29.32	2.4	9.52	9.8
E	E49	RS	E49RS		E	11.52	11.52	5.21	EE	5.21	29.6	2.61	11.08	12.66
E	E49	RS	E49RS		E	8.73	8.73	5.21	EE	5.21	31.34	2.91	10.55	11.11
E	E49	BL	E49BL	11	E	9.25	9.25	5.21	EE	5.21	27.02	2.03	10.58	10.49
E	E49	BL	E49BL		E	8.66	8.66	5.21	EE	5.21	28.12	1.96	9.08	9.69
E	E49	BL	E49BL		E	10.69	10.69	5.21	EE	5.21	24.13	2.44	10.11	8.89
E	E49	BL	E49BL		E	10.03	10.03	5.21	EE	5.21	27.67	2.01	10.59	9.52
E	E49	AM	E49AM	12	E	6.35	6.35	5.21	EE	5.21	17.69	1.48	5.24	4.71
E	E49	AM	E49AM		E	9.17	9.17	5.21	EE	5.21	21.42	2.23	7.74	8.71
E	E49	AM	E49AM		E	8.41	8.41	5.21	EE	5.21	22.93	2.53	6.85	7.44
E	E49	AM	E49AM		E	6.96	6.96	5.21	EE	5.21	19.33	1.9	7.38	6.07
E	E56	RS	E56RS	18	E	7.51	7.51	3.55	EE	3.55	20	1.36	7.82	7.58
E	E56	RS	E56RS		E	5.14	5.14	0	MA	0	32.24	2.67	12.86	8.65
E	E56	RS	E56RS		E	6.12	6.12	2.1	EE	2.1	26.01	3.09	10.23	7.72
E	E56	RS	E56RS		E	2.81	2.81	0.42	DE	-0.42	30.09	2.06	11.14	9.19
E	E56	AM	E56AM	18	E	3.4	3.4	0	MA	0	23.13	1.81	8.86	5.49
E	E56	AM	E56AM		E	4.67	4.67	1.48	EE	1.48	29	1.92	11.39	9.36
E	E56	AM	E56AM		E	4.82	4.82	1.6	EE	1.6	24.33	2.02	9.93	8.82
E	E56	AM	E56AM		E	5.64	5.64	1.6	EE	1.6	22.85	2.06	8.7	8.78
E	E56	BL	E56BL	12	E	4.43	4.43	0.79	EE	0.79	31.42	2.42	11.61	10.13
E	E56	BL	E56BL		E	3.02	3.02	1.01	DE	-1.01	29.74	1.7	11.57	9.86
E	E56	BL	E56BL		E	4.37	4.37	0	MA	0	32.96	1.98	11.21	9.3
E	E56	BL	E56BL		E	6.89	6.89	2.27	EE	2.27	24.99	2.06	9.73	11.32
E	E55	RJ	E55RJ	18	E	10.02	10.02	5.11	EE	5.11	31.21	2.24	13.12	9.31
E	E55	RJ	E55RJ		E	7.23	7.23	3.01	EE	3.01	30.98	1.79	13.04	9.11
E	E55	RJ	E55RJ		E	9.42	9.42	6.28	EE	6.28	31.43	2.05	14.48	9.64
E	E55	RJ	E55RJ		E	9.63	9.63	4	EE	4	32.14	2.41	12.51	9.35
E	E55	RS	E55RS	16	E	8.06	8.06	2.07	EE	2.07	33.2	2.04	11.41	9.75
E	E55	RS	E55RS		E	10.35	10.35	6.36	EE	6.36	30.02	1.84	11.61	8.81
E	E55	RS	E55RS		E	10.52	10.52	4.15	EE	4.15	31.07	1.84	13.61	8.13
E	E55	RS	E55RS		E	10.27	10.27	4.73	EE	4.73	29.18	2.75	11.08	8.79
E	E55	AM	E55AM	18	E	10.47	10.47	6.65	EE	6.65	32.09	2.83	16.13	9.64
E	E55	AM	E55AM		E	7.62	7.62	4.29	EE	4.29	32.88	2.35	14.58	9.49
E	E55	AM	E55AM		E	7.68	7.68	3.06	EE	3.06	32.27	2.75	12.85	7.94
E	E55	AM	E55AM		E	5.9	5.9	2.28	EE	2.28	33.56	2.18	12.35	10.82
E	E55	AZ	E55AZ	16	E	7.52	7.52	2.76	EE	2.76	33.09	2.99	14.46	7.3
E	E55	AZ	E55AZ		E	6.72	6.72	3.16	EE	3.16	28.66	2.08	12.77	7.65
E	E55	AZ	E55AZ		E	10.29	10.29	5.73	EE	5.73	24.35	2.75	12.32	8.27
E	E55	AZ	E55AZ		E	9.42	9.42	3.93	EE	3.93	29.56	2.43	13.79	9.08
E	E55	BL	E55BL	5	E	5.66	5.66	1.91	EE	1.91	23.09	2.21	8.4	7.88
E	E55	BL	E55BL		E	5.48	5.48	2.15	EE	2.15	17.01	1.86	7.43	6.95
E	E55	BL	E55BL		E	3.98	3.98	1.25	EE	1.25	18.86	1.85	6.56	6.64
E	E55	BL	E55BL		E	4.3	4.3	1.1	EE	1.1	22.26	1.72	9.61	5.14
E	E54	BL	E54BL	12	D	4.29	-4.29	1.03	DE	-1.03	34.63	2.85	10.57	7.29
E	E54	BL	E54BL		E	2.51	2.51	1.73	DE	-1.73	32.13	2.52	12.16	9.3
E	E54	BL	E54BL		E	3.32	3.32	2.15	DE	-2.15	33.9	2.77	11.49	11.11
E	E54	BL	E54BL		E	0.83	0.83	3.03	DE	-3.03	36.28	2.9	10.34	8.6
E	E54	AM	E54AM	12	E	4.26	4.26	3.48	DE	-3.48	35.01	2.09	11.87	9.49
E	E54	AM	E54AM		E	3.97	3.97	2.75	DE	-2.75	35.49	2.67	11.8	9.99
E	E54	AM	E54AM		E	2.2	2.2	1.4	DE	-1.4	33.53	2.63	12.43	9.34
E	E54	AM	E54AM		E	3.6	3.6	0	MA	0	31.66	2.27	11.63	9.59
E	E54	RS	E54RS	12	E	2.43	2.43	3.65	DE	-3.65	35.13	2.24	12.3	8.55
E	E54	RS	E54RS		E	1.64	1.64	4.45	DE	-4.45	34.3	2.22	10.57	8.13
E	E54	RS	E54RS		E	4.01	4.01	0	MA	0	33.39	2.11	9.67	9.4
E	E54	RS	E54RS		E	2.78	2.78	3.03	DE	-3.03	35.19	2.09	11.61	9.73
E	E54	RJ	E54RJ	18	E	2.8	2.8	2.88	DE	-2.88	29.27	1.95	9.39	10.17
E	E54	RJ	E54RJ		E	3.37	3.37	2.92	DE	-2.92	30.84	2.14	12.91	9.1
E	E54	RJ	E54RJ		E	4.68	4.68	0	MA	0	28.4	2.15	9.82	8.18
E	E54	RJ	E54RJ		E	3.28	3.28	1.73	DE	-1.73	31.24	1.92	12.09	8.3
E	E54	AZ	E54AZ	12	E	4.43	4.43	2.48	DE	-2.48	33.31	2.2	11.05	8.64
E	E54	AZ	E54AZ		E	3.66	3.66	0	MA	0	33.41	1.9	10.67	9.64
E	E54	AZ	E54AZ		E	3.49	3.49	1.84	DE	-1.84	33.62	2.08	12.93	9.9
E	E54	AZ	E54AZ		E	3.46	3.46	0	MA	0	32.52	2.07	9.95	7.34
E	E53	BL	E53BL	18	E	1.09	1.09	2.47	DE	-2.47	33.35	1.97	12.95	9.13
E	E53	BL	E53BL		E	2.08	2.08	2.31	DE	-2.31	33.02	2.51	12.78	9.89
E	E53	BL	E53BL		AP	0	0	6.13	DE	-6.13	33.94	2.12	11.1	9.33
E	E53	BL	E53BL		E	2.16	2.16	2.85	DE	-2.85	34.63	2.1	11.35	9.63
E	E53	AZ	E53AZ	18	E	2.19	2.19	4.97	DE	-4.97	28.72	2.15	11.58	10.15
E	E53	AZ	E53AZ		E	5.15	5.15	0	MA	0	32.97	2.22	13.23	8.88
E	E53	AZ	E53AZ		E	2.36	2.36	1.77	DE	-1.77	32.24	2.27	12.9	9.36
E	E53	AZ	E53AZ		E	2.08	2.08	4.22	DE	-4.22	34.72	2.39	12.6	8.85
E	E53	RS	E53RS	12	AP	0	0	5.7	DE	-5.7	34.58	2.13	12.46	9.94
E	E53	RS	E53RS		AP	0	0	3.21	DE	-3.21	35.08	1.72	11.02	8.16
E	E53	RS	E53RS		D	0.62	-0.62	5.22	DE	-5.22	32.12	2.22	9.64	8.46
E	E53	RS	E53RS		D	1.17	-1.17	6.09	DE	-6.09	34.23	2.53	10.86	8.48
E	E53	RJ	E53RJ	18	E	5.78	5.78	0	MA	0	24.78	1.87	8.28	7.74
E	E53	RJ	E53RJ		E	8.34	8.34	2.66	EE	2.66	26.48	2.22	10.07	8.49
E	E53	RJ	E53RJ		E	2.76	2.76	0	MA	0	22.27	2.18	9.74	7.07
E	E53	RJ	E53RJ		E	4.06	4.06	2.44	DE	-2.44	29.49	2.05	11.25	7.75
E	E53	AM	E53AM	17	E	3.35	3.35	0	MA	0	28.65	2.07	8.59	7.27
E	E53	AM	E53AM		E	0.51	0.51	0	MA	0	31.08	2.54	10.85	6.89
E	E53	AM	E53AM		E	2.18	2.18	0	MA	0	29.05	2.36	11.44	7.67
E	E53	AM	E53AM		E	3.89	3.89	0	MA	0	32.61	2.11	11.24	7.72
E	E1	RJ	E1RJ	18	E	4.49	4.49	2.94	DE	-2.94	31.2	3.06	12.8	9.19
E	E1	RJ	E1RJ		E	9.77	9.77	2.26	EE	2.26	26.86	3.04	11.33	11.63
E	E1	RJ	E1RJ		E	7.87	7.87	1.33	DE	-1.33	27.95	2.42	12.86	10.03
E	E1	RJ	E1RJ		E	7.09	7.09	0	MA	0	25.81	2.36	12.76	10.33
E	E1	RS	E1RS	12	E	6.56	6.56	2.91	DE	-2.91	31.08	2.36	12.69	10.94
E	E1	RS	E1RS		E	6.21	6.21	1.08	EE	1.08	29.51	2.51	14.29	9.12
E	E1	RS	E1RS		E	6.08	6.08	0	MA	0	29.81	2.72	14.41	13.22
E	E1	RS	E1RS		E	6.83	6.83	2.04	DE	-2.04	31.66	2.81	13.94	9.85
E	E1	AM	E1AM	12	E	4.87	4.87	1.85	DE	-1.85	30.46	2.4	11.9	10.38
E	E1	AM	E1AM		E	5.59	5.59	2.71	DE	-2.71	32.28	2.48	13.2	11.93
E	E1	AM	E1AM		E	4.86	4.86	1.61	DE	-1.61	30.38	2.53	14.69	9.66
E	E1	AM	E1AM		E	6.62	6.62	0	MA	0	28.68	2.27	13.07	11.34
E	E1	AZ	E1AZ	10	E	7.88	7.88	0	MA	0	28.44	2.34	13.03	10.04
E	E1	AZ	E1AZ		E	7.82	7.82	1.63	EE	1.63	23.97	2.91	12.74	10.21
E	E1	AZ	E1AZ		E	3.09	3.09	2.53	DE	-2.53	27.13	2.85	13.05	9.35
E	E1	AZ	E1AZ		E	7.12	7.12	1.04	EE	1.04	28.99	2.45	13.39	12.77
E	E2	AZ	E2AZ	12	E	9	9	4.14	EE	4.14	29.34	2.98	11.21	14.89
E	E2	AZ	E2AZ		E	12.16	12.16	6.94	EE	6.94	29.23	2.46	12.78	12.56
E	E2	AZ	E2AZ		E	7.93	7.93	3.74	EE	3.74	31.58	2.89	12.31	11.63
E	E2	AZ	E2AZ		E	9.27	9.27	4.27	EE	4.27	30.14	2.28	11.84	8.86
E	E2	RS	E2RS	14	E	9.88	9.88	4.41	EE	4.41	31.13	2.16	14	9.39
E	E2	RS	E2RS		E	10.02	10.02	4.41	EE	4.41	29.72	2.55	12.13	12.32
E	E2	RS	E2RS		E	4.7	4.7	0	MA	0	23.72	4.11	9.29	9.11
E	E2	RS	E2RS		E	10.27	10.27	5.9	EE	5.9	29.61	2.49	11.31	10.26
E	E2	AM	E2AM	17	E	5.32	5.32	1.47	EE	1.47	23.61	2.55	9.95	8.16
E	E2	AM	E2AM		E	7.61	7.61	1.96	EE	1.96	26.57	2.16	12.64	9.18
E	E2	AM	E2AM		E	6.94	6.94	0	MA	0	28.91	2.43	11.08	10.58
E	E2	AM	E2AM		E	4.65	4.65	0	MA	0	29.35	2.07	11.77	8.73
E	E2	BL	E2BL	12	E	5.28	5.28	1.05	EE	1.05	23.25	2.06	9.28	5.75
E	E2	BL	E2BL		E	5.11	5.11	2.39	EE	2.39	13.47	2	7.5	5.57
E	E2	BL	E2BL		E	8.24	8.24	4.67	EE	4.67	16.83	2.15	5.93	6.46
E	E2	BL	E2BL		E	6.22	6.22	0	MA	0	22.23	2.29	7.59	4.63
E	E2	RJ	E2RJ	18	E	7.97	7.97	1.34	EE	1.34	28.04	2.57	12.86	10.36
E	E2	RJ	E2RJ		E	7.12	7.12	1.48	EE	1.48	27.33	2.41	11.9	11.08
E	E2	RJ	E2RJ		E	8.37	8.37	3.89	EE	3.89	24.22	2.2	12.33	11.89
E	E2	RJ	E2RJ		E	8.4	8.4	4.47	EE	4.47	26.6	2.29	12.8	8.37
E	E52	RJ	E52RJ	5	E	9.52	9.52	5.53	EE	5.53	18.45	2.39	10.36	7.87
E	E52	RJ	E52RJ		E	11.85	11.85	6.41	EE	6.41	21.19	2.49	13	8.99
E	E52	RJ	E52RJ		E	9.08	9.08	4.93	EE	4.93	20.9	2.6	10.62	8.07
E	E52	RJ	E52RJ		E	6.5	6.5	4.35	EE	4.35	14.9	2.17	8.57	9.94
E	E52	BL	E52BL	30	E	9.94	9.94	4.88	EE	4.88	22.02	2.68	12.78	11.03
E	E52	BL	E52BL		E	13.37	13.37	6.23	EE	6.23	23.77	2.56	16.48	9.71
E	E52	BL	E52BL		E	9.85	9.85	4.15	EE	4.15	25.88	2.9	13.9	10.86
E	E52	BL	E52BL		E	11.27	11.27	4.92	EE	4.92	25.65	2.91	17.55	8.58
E	E52	AM	E52AM	21	E	10.29	10.29	5.69	EE	5.69	20.8	3.11	10.7	9.53
E	E52	AM	E52AM		E	11.9	11.9	6.47	EE	6.47	19.83	2.17	13.35	9.49
E	E52	AM	E52AM		E	11.13	11.13	4.45	EE	4.45	20.55	2.79	14.34	7.34
E	E52	AM	E52AM		E	10.48	10.48	6.46	EE	6.46	19.28	2.51	13.32	8.42
E	E52	AZ	E52AZ	17	E	7.78	7.78	3.46	EE	3.46	15.98	2.26	11.14	9.19
E	E52	AZ	E52AZ		E	11.26	11.26	4.2	EE	4.2	19.58	2.96	13.31	7.09
E	E52	AZ	E52AZ		E	12.49	12.49	6.69	EE	6.69	19.99	2.18	13.46	7.99
E	E52	AZ	E52AZ		E	9.03	9.03	5.07	EE	5.07	15.76	2.05	10.74	7.25
E	E52	RS	E52RS	30	E	13.98	13.98	5.8	EE	5.8	25.41	3.34	17.27	10.95
E	E52	RS	E52RS		E	10.29	10.29	3.6	EE	3.6	26.89	2.1	14.11	11.82
E	E52	RS	E52RS		E	11.7	11.7	5.24	EE	5.24	23.89	2.63	15.17	15.66
E	E52	RS	E52RS		E	7.99	7.99	4.24	EE	4.24	21.47	2.73	14.37	10.36
E	E38	AM	E38AM	22	E	3.61	3.61	4.6	DE	-4.6	41.99	3.15	19	13.55
E	E38	AM	E38AM		E	3.53	3.53	4.8	DE	-4.8	42.67	2.91	18.38	14.26
E	E38	AM	E38AM		E	3.15	3.15	4.01	DE	-4.01	43.22	2.81	14.85	11.76
E	E38	AM	E38AM		E	2.44	2.44	5.85	DE	-5.85	31.92	2.52	13.89	10.28
E	E38	RS	E38RS	14	E	6.45	6.45	4.85	DE	-4.85	38.98	2.94	20.08	10.98
E	E38	RS	E38RS		E	2.98	2.98	6.27	DE	-6.27	43.09	2.98	17.31	12.43
E	E38	RS	E38RS		E	5.3	5.3	2.64	DE	-2.64	41.94	3.19	16.93	12.94
E	E38	RS	E38RS		E	0.5	0.5	6.21	DE	-6.21	39.58	2.6	16.5	11.12
E	E38	BL	E38BL	21	E	2.16	2.16	5.14	DE	-5.14	41.6	3.16	16.88	11.76
E	E38	BL	E38BL		E	5.96	5.96	4.4	DE	-4.4	41.63	3.2	18.85	12.93
E	E38	BL	E38BL		E	3.71	3.71	4.94	DE	-4.94	41.3	3.59	19.59	12.31
E	E38	BL	E38BL		E	3.14	3.14	8.33	DE	-8.33	43.69	3.69	15.96	12.67
E	E37	RJ	E37RJ	18	AP	0	0	3.11	DE	-3.11	38.3	2.35	13.62	10.08
E	E37	RJ	E37RJ		E	2.31	2.31	2.15	DE	-2.15	33.39	2.75	11.36	9.28
E	E37	RJ	E37RJ		D	0.5	-0.5	4.12	DE	-4.12	38.31	2.72	12.55	9.59
E	E37	RJ	E37RJ		E	3.16	3.16	1.07	DE	-1.07	34.92	2.63	14.02	8.46
E	E37	AZ	E37AZ	12	D	0.84	-0.84	3.94	DE	-3.94	30.79	1.99	10.02	6.99
E	E37	AZ	E37AZ		E	4.3	4.3	0	MA	0	28.67	1.71	8.23	7.01
E	E37	AZ	E37AZ		D	4	-4	7.85	DE	-7.85	29.45	1.52	9.38	8.07
E	E37	AZ	E37AZ		D	1.42	-1.42	4.62	DE	-4.62	29.02	1.53	9.56	9.29
E	E29	RJ	E29RJ	12	E	2.83	2.83	1.51	DE	-1.51	28.03	1.68	11.25	7.9
E	E29	RJ	E29RJ		D	0.78	-0.78	3.16	DE	-3.16	26.32	1.78	11.41	9.97
E	E29	RJ	E29RJ		E	2.18	2.18	0	MA	0	27.05	1.85	9.65	6.71
E	E29	RJ	E29RJ		E	1.39	1.39	3.26	DE	-3.26	32.75	2.2	12.98	8.1
E	E29	AM	E29AM	16	E	3.03	3.03	0	MA	0	26.17	2.21	11.21	8.48
E	E29	AM	E29AM		E	1.96	1.96	3.37	DE	-3.37	29.04	1.76	12.67	9.86
E	E29	AM	E29AM		E	4.29	4.29	0	MA	0	24.69	1.92	10.88	6.9
E	E29	AM	E29AM		D	0.72	-0.72	5.26	DE	-5.26	23.11	1.87	9.94	7.1
E	E29	RS	E29RS	24	D	3.68	-3.68	7.5	DE	-7.5	31.78	2.06	14.55	8.96
E	E29	RS	E29RS		D	0.76	-0.76	4.63	DE	-4.63	33.26	1.9	13.18	8.32
E	E29	RS	E29RS		D	2.22	-2.22	6.52	DE	-6.52	37.16	2.73	14.32	9.11
E	E29	RS	E29RS		D	2.64	-2.64	7.54	DE	-7.54	37.84	4.75	13.61	8.58
E	E29	BL	E29BL	13	D	2.79	-2.79	6.85	DE	-6.85	33.76	1.92	13.01	8.8
E	E29	BL	E29BL		D	1.01	-1.01	3.91	DE	-3.91	34.6	2.3	14.03	8.79
E	E29	BL	E29BL		D	3.26	-3.26	7.85	DE	-7.85	35.69	2.39	14.63	10.76
E	E29	BL	E29BL		D	1.44	-1.44	6.25	DE	-6.25	33.86	2.3	12.41	7.73
E	E29	AZ	E29AZ	17	D	6.14	-6.14	11.18	DE	-11.18	39.96	2.89	15.69	9.89
E	E29	AZ	E29AZ		D	4.77	-4.77	10.15	DE	-10.15	41.3	2.43	15.62	8.35
E	E29	AZ	E29AZ		D	5.47	-5.47	11.32	DE	-11.32	39.29	2.26	17.03	9.89
E	E29	AZ	E29AZ		D	3.02	-3.02	9.43	DE	-9.43	39.49	2.57	15.12	9.98
E	E25	RJ	E25RJ	12	E	5.49	5.49	0	MA	0	26.86	2.27	8.9	6.37
E	E25	RJ	E25RJ		AP	0	0	3.26	DE	-3.26	23.11	1.99	8.85	5.47
E	E25	RJ	E25RJ		E	0.88	0.88	2.47	DE	-2.47	29.25	2.2	10.99	7.68
E	E25	RJ	E25RJ		E	5.34	5.34	0	MA	0	25.6	2.01	8	6.38
E	E25	AZ	E25AZ	12	D	2.55	-2.55	6.94	DE	-6.94	37.1	2.9	14.39	9.08
E	E25	AZ	E25AZ		D	0.86	-0.86	5.07	DE	-5.07	34.55	2.7	13.05	9.71
E	E25	AZ	E25AZ		E	1.73	1.73	1.69	DE	-1.69	32.86	2.64	12.84	8.97
E	E25	AZ	E25AZ		E	1.77	1.77	1.57	DE	-1.57	34.95	2.4	13.84	10.78
E	E25	AM	E25AM	12	D	1.54	-1.54	7.45	DE	-7.45	40.79	2.34	16.51	11.87
E	E25	AM	E25AM		D	2.41	-2.41	8.28	DE	-8.28	41.53	2.78	14.95	10.75
E	E25	AM	E25AM		D	1.57	-1.57	5.46	DE	-5.46	35	2.33	16.22	10.54
E	E25	AM	E25AM		D	2.27	-2.27	7.4	DE	-7.4	42.37	2.97	15.33	11.11
E	E24	RJ	E24RJ	12	D	0.92	-0.92	3.76	DE	-3.76	31.91	2.71	12.47	7.78
E	E24	RJ	E24RJ		E	1.12	1.12	2.58	DE	-2.58	33.09	2.93	11.9	7.6
E	E24	RJ	E24RJ		E	0.75	0.75	4.09	DE	-4.09	32.5	2.68	12.92	8.2
E	E24	RJ	E24RJ		AP	0	0	4.39	DE	-4.39	33.84	2.9	11.88	9.26
E	E24	AZ	E24AZ	12	E	0.73	0.73	3.04	DE	-3.04	30.52	3.03	11.55	9.79
E	E24	AZ	E24AZ		AP	0	0	3.45	DE	-3.45	33.42	2.52	11.33	9.45
E	E24	AZ	E24AZ		E	1.62	1.62	1.37	DE	-1.37	28.53	2.41	10.97	8.41
E	E24	AZ	E24AZ		E	1.84	1.84	2.43	DE	-2.43	31	2.98	11.28	8.96
E	E24	AM	E24AM	18	AP	0	0	2.02	DE	-2.02	33.68	2.89	11.66	8.85
E	E24	AM	E24AM		E	2.59	2.59	2.89	DE	-2.89	31.83	2.78	12.16	8.35
E	E24	AM	E24AM		E	0.58	0.58	3.06	DE	-3.06	33.01	2.66	10.46	8.22
E	E24	AM	E24AM		E	1.23	1.23	2.79	DE	-2.79	33.31	2.74	11.6	8.34
E	E24	BL	E24BL	12	E	0	0	4.08	DE	-4.08	32.6	2.36	10.9	9.71
E	E24	BL	E24BL		E	1.08	1.08	3.8	DE	-3.8	33.05	2.41	11.57	9.61
E	E24	BL	E24BL		AP	1.7	1.7	2.57	DE	-2.57	32.35	2.29	11.62	10.17
E	E24	BL	E24BL		E	0.74	0.74	3.01	DE	-3.01	32.05	2.19	11.96	9.3
E	E24	RS	E24RS	12	E	1.34	1.34	1.97	DE	-1.97	33.17	2.36	12.89	9.29
E	E24	RS	E24RS		E	1.55	1.55	2.25	DE	-2.25	32.06	2.71	11.89	8.72
