population	plantID	Inflo	infloID	Numfl	posicionestig	Longestigma	styleexertion	herkoAbsol	posicionestilo	herkoRela	longcor	anchcor	longP	anchP
B	B32	AM	B32AM	12	E	6.3	6.3	2.77	EE	2.77	2.61	2.01	10.45	6.59
B	B32	AM	B32AM		E	6.41	6.41	2.14	EE	2.14	22.51	2.21	8.93	6.23
B	B32	AM	B32AM		E	6.36	6.36	1.94	EE	1.94	23.16	1.61	8.74	7.26
B	B32	AM	B32AM		E	6.23	6.23	2.33	EE	2.33	22.83	1.76	8.46	9.56
B	B32	CAIDAS	B32CAIDAS		D	2.96	-2.96	6.85	DE	-6.85	25.49	2.02	8	5.26
B	B32	CAIDAS	B32CAIDAS		AP	0	0	5.7	DE	-5.7	24	2.55	9	6.68
B	B32	CAIDAS	B32CAIDAS		AP	0	0	5.28	DE	-5.28	24.3	1.8	7.09	4.91
B	B32	CAIDAS	B32CAIDAS		D	0.95	-0.95	4.25	DE	-4.25	24.3	1.44	6.93	5.67
B	B32	CAIDAS	B32CAIDAS		AP	0	0	5.28	DE	-5.28	26.59	1.81	7.47	7.14
B	B32	CAIDAS	B32CAIDAS		AP	0	0	5.82	DE	-5.82	26.62	1.61	6.58	5.62
B	B32	CAIDAS	B32CAIDAS		E	0.91	0.91	3.79	DE	-3.79	25.33	1.54	5.63	6.42
B	B32	CAIDAS	B32CAIDAS		D	0.73	-0.73	4.72	DE	-4.72	24.7	1.55	6.4	7.52
B	B32	CAIDAS	B32CAIDAS		AP	0	0	4.6	DE	-4.6	24.38	1.35	6.19	5.23
B	B32	CAIDAS	B32CAIDAS		D	0.86	-0.86	5.2	DE	-5.2	25.88	2.28	6.39	5.33
B	B32	CAIDAS	B32CAIDAS		D	0.95	-0.95	5.58	DE	-5.58	23.3	1.71	6.53	8.4
B	B35	AZ	B35AZ	17	D	1.38	-1.38	3.98	DE	-3.98	4.34	1.42	9.01	7
B	B35	RS	B35RS		E	3.51	3.51	0	MA	0	5.3	2.16	6.81	8.39
B	B35	AM	B35AM	20	D	4.16	-4.16	5.87	DE	-5.87	13.26	2.12	7.28	7.96
B	B35	BL	B35BL	12	D	3.2	-3.2	6.04	DE	-6.04	6.87	1.55	7.68	6.87
B	B35	BL	B35BL		AP	0	0	3.99	DE	-3.99	4.9	1.35	4.67	4.85
B	B35	BL	B35BL		D	1.04	-1.04	4.8	DE	-4.8	4.21	2.28	6.21	4.48
B	B35	BL	B35BL		D	1.05	-1.05	5.55	DE	-5.55	5.11	1.15	6.56	6.57
B	B36	RJ	B36RJ	12	E	1.94	1.94	2.19	DE	-2.19	13.28	1.94	6.65	4.33
B	B36	RJ	B36RJ		E	6.07	6.07	2.94	EE	2.94	13.42	1.15	4.93	3.84
B	B36	RJ	B36RJ		E	3.98	3.98	0	MA	0	13.1	1.55	6.16	4.13
B	B36	AZ	B36AZ	18	E	1.73	1.73	1.88	DE	-1.88	15.4	2.13	4.64	4.9
B	B36	AZ	B36AZ		E	1.79	1.79	1.13	DE	-1.13	14.71	1.96	5.6	5.2
B	B36	AZ	B36AZ		D	6.28	-6.28	10.09	DE	-10.09	9.46	1.85	5.48	5.18
B	B36	AZ	B36AZ		D	7	-7	9.55	DE	-9.55	12.78	1.28	5.15	4.97
B	B36	BL	B36BL	6	E	5.57	5.57	2.31	EE	2.31	10.58	1.33	4.89	4.69
B	B36	BL	B36BL		E	4.43	4.43	0	MA	0	11.76	1.91	5.08	4.7
B	B36	BL	B36BL		D	1.51	-1.51	4.37	DE	-4.37	9.66	1.84	6.04	4.06
B	B36	BL	B36BL		E	4.13	4.13	0.94	EE	0.94	5.05	1.95	3.51	3.17
B	B36	AM	B36AM	6	E	5.77	5.77	0	MA	0	12.37	1.58	6.26	6.34
B	B36	AM	B36AM		E	6.18	6.18	2.54	EE	2.54	12.05	1.65	7.44	7.1
B	B36	AM	B36AM		AP	0	0	3.08	DE	-3.08	12.85	1.1	4.86	4.93
B	B36	AM	B36AM		E	2.44	2.44	1.52	DE	-1.52	9.64	1.4	5.71	4.78
B	B36	RS	B36RS	18	E	5.27	5.27	1.95	EE	1.95	24.43	1.65	8.65	7.75
B	B36	RS	B36RS		E	6.96	6.96	1.43	EE	1.43	20.91	1.54	9.33	10.6
B	B36	RS	B36RS		E	4.53	4.53	4.01	EE	4.01	19.05	1.3	6.31	8.79
B	B43	AZ	B43AZ	20	E	4.73	4.73	1.8	DE	-1.8	26.39	1.26	10.04	10.21
B	B43	AZ	B43AZ		E	3	3	3	DE	-3	29.77	2.7	10.88	11.63
B	B43	AZ	B43AZ		E	3.61	3.61	3.1	DE	-3.1	25.14	2.53	8.89	7.51
B	B43	AZ	B43AZ		E	3.71	3.71	3.54	DE	-3.54	50.02	2.53	8.9	10.05
B	B43	BL	B43BL	29	E	4.29	4.29	2.37	DE	-2.37	26.76	2.96	9.76	10.7
B	B43	BL	B43BL		E	9.1	9.1	2.94	DE	-2.94	26.76	2.96	9.76	10.7
B	B43	BL	B43BL		E	5.04	5.04	2.96	DE	-2.96	27.46	2.35	8.96	11.14
B	B43	BL	B43BL		E	3.96	3.96	3.72	DE	-3.72	30.42	2.45	10.19	11.36
B	B43	RS	B43RS	24	E	1.95	1.95	3.63	DE	-3.63	27.6	2.15	11.6	10.9
B	B43	RS	B43RS		E	3.66	3.66	4.26	DE	-4.26	27.45	2.99	10.67	9.37
B	B43	RS	B43RS		E	2.23	2.23	4.76	DE	-4.76	25.08	2.19	9.73	9.42
B	B43	RS	B43RS		E	2.84	2.84	4.23	DE	-4.23	26.62	2.35	11.07	9.67
B	B43	RJ	B43RJ	30	E	4.21	4.21	3.74	DE	-3.74	26.58	2.26	10.09	9.47
B	B43	RJ	B43RJ		E	2.99	2.99	3.31	DE	-3.31	28.78	2.63	9.87	9.97
B	B43	RJ	B43RJ		E	5.17	5.17	0	MA	0	26.62	2.38	9.71	9.11
B	B43	RJ	B43RJ		E	4.21	4.21	1.41	DE	-1.41	27.41	2.61	9.88	10.11
B	B43	AM	B43AM	47	E	2.83	2.83	3.05	DE	-3.05	24.32	2.69	10.4	9.1
B	B43	AM	B43AM		E	1.2	1.2	4.81	DE	-4.81	26.8	2.23	9.33	8.83
B	B43	AM	B43AM		E	1.41	1.41	4.7	DE	-4.7	27.61	1.9	10.57	8.9
B	B43	AM	B43AM		D	0.48	-0.48	6.47	DE	-6.47	23.19	2.27	10.63	9
B	B44	RJ	B44RJ	6	E	7.44	7.44	4.54	EE	4.54	13.08	1.82	6.6	6.99
B	B44	RJ	B44RJ		E	1.01	1.01	2.3	DE	-2.3	28.29	1.73	11.2	8.19
B	B44	RJ	B44RJ		E	1.47	1.47	4.65	DE	-4.65	31.88	1.83	12.62	9.14
B	B44	RJ	B44RJ		E	1.46	1.46	2.98	DE	-2.98	30.77	2.06	10.74	9.13
B	B45	BL	B45BL	12	AP	0	0	5.52	DE	-5.52	27.38	1.5	10.49	8.15
B	B45	BL	B45BL		AP	0	0	5.69	DE	-5.69	30.36	1.58	10.17	8.06
B	B45	BL	B45BL		D	4.01	-4.01	10.24	DE	-10.24	36.93	1.66	11.76	7.53
B	B45	BL	B45BL		D	1.05	-1.05	6	DE	-6	28.22	1.9	10.57	6.82
B	B45	RJ	B45RJ	12	D	2.32	-2.32	7.4	DE	-7.4	34.49	2.03	11.85	9.29
B	B45	RJ	B45RJ		D	1.52	-1.52	7	DE	-7	31.01	1.81	9.75	9.53
B	B45	RJ	B45RJ		AP	0	0	5.09	DE	-5.09	29.78	1.75	10.78	7.7
B	B45	RJ	B45RJ		AP	0	0	4.22	DE	-4.22	29.48	1.56	10.78	8.95
B	B45	AM	B45AM	12	AP	0	0	4.01	DE	-4.01	31.43	1.83	8.55	6.26
B	B45	AM	B45AM		AP	0	0	4.62	DE	-4.62	33.27	1.68	6.69	6.41
B	B45	AM	B45AM		AP	0	0	4.79	DE	-4.79	54.98	2.28	9.97	8.99
B	B45	AM	B45AM		D	1.21	-1.21	5.55	DE	-5.55	36.63	1.86	9.78	9.25
B	B45	RS	B45RS	7	D	6.76	-6.76	9.16	DE	-9.16	30.14	1.71	10.4	4.83
B	B45	RS	B45RS		D	15.32	-15.32	22.32	DE	-22.32	31.32	1.84	12.17	7.42
B	B45	RS	B45RS		D	6.46	-6.46	10.95	DE	-10.95	32.25	1.69	10.88	7.62
B	B45	RS	B45RS		D	9.9	-9.9	15.15	DE	-15.15	30.88	1.58	11.83	7.81
B	B45	AZ	B45AZ	12	AP	0	0	4.57	DE	-4.57	28.04	1.98	7.46	5.43
B	B45	AZ	B45AZ		D	13.09	-13.09	16.65	DE	-16.65	27.56	1.82	8.26	6.53
B	B45	AZ	B45AZ		D	4.96	-4.96	9.77	DE	-9.77	27.55	1.46	7.8	5.24
B	B45	AZ	B45AZ		AP	0	0	4.48	DE	-4.48	16.85	1.61	4.15	5.97
B	B46	CAIDAS	B46CAIDAS		AP	0	0	4.78	DE	-4.78	28.8	2.23	4.46	5.91
B	B46	CAIDAS	B46CAIDAS		D	0.76	-0.76	4.72	DE	-4.72	29.16	2.65	3.78	6.61
B	B46	CAIDAS	B46CAIDAS		D	1.05	-1.05	6.57	DE	-6.57	25.03	2.06	10.09	10.4
B	B46	CAIDAS	B46CAIDAS		E	1.89	1.89	3.58	DE	-3.58	28.04	2.72	7.71	6.95
B	B46	CAIDAS	B46CAIDAS		AP	0	0	3.1	DE	-3.1	26.66	2.49	6.75	7.69
B	B46	CAIDAS	B46CAIDAS		D	2.25	-2.25	6.76	DE	-6.76	27.43	2.54	7.66	6.95
B	B46	CAIDAS	B46CAIDAS		E	1.02	1.02	2.86	DE	-2.86	27.25	2.36	6.5	6.12
B	B46	CAIDAS	B46CAIDAS		AP	0	0	4.43	DE	-4.43	25.72	1.95	5.05	7.57
B	B46	CAIDAS	B46CAIDAS		AP	0	0	4.1	DE	-4.1	225.2	2.57	6.66	7.53
B	B46	CAIDAS	B46CAIDAS		E	2.21	2.21	2.97	DE	-2.97	27.62	1.74	5.61	7.73
B	B46	CAIDAS	B46CAIDAS		AP	0	0	5.6	DE	-5.6	26.78	1.92	6.68	6.3
B	B46	CAIDAS	B46CAIDAS		E	1.55	1.55	4.17	DE	-4.17	28.13	2.86	7.71	5.4
B	B46	CAIDAS	B46CAIDAS		D	2.03	-2.03	5.87	DE	-5.87	29.09	2.48	5.38	8.23
B	B46	CAIDAS	B46CAIDAS		AP	0	0	5.02	DE	-5.02	26.9	2.5	7.07	7.41
B	B46	CAIDAS	B46CAIDAS		D	1.39	-1.39	9.85	DE	-9.85	27.09	2.07	8.41	7.8
B	B46	BL	B46BL	11	E	4.68	4.68	0	MA	0	26.44	2.33	12.32	8.96
B	B46	BL	B46BL		E	3.77	3.77	2.78	DE	-2.78	25.76	2.92	11.62	6.1
B	B46	RS	B46RS	12	E	3.08	3.08	3.29	DE	-3.29	28.82	2.49	11.28	11.08
B	B47	BL	B47BL	6	E	5.04	5.04	1.6	EE	1.6	24.95	2.34	6.93	7.1
B	B47	BL	B47BL		D	7.69	-7.69	10.56	DE	-10.56	18.02	1.92	5.16	5.88
B	B47	CAIDAS	B47CAIDAS		E	2.87	2.87	2.2	DE	-2.2	6.86		7.77	7.68
B	B47	CAIDAS	B47CAIDAS		E	4.81	4.81	2.81	DE	-2.81	26.15	2.32	6.86	5.91
B	B47	CAIDAS	B47CAIDAS		E	3.17	3.17	0	MA	0	27.28	2.08	6.64	7.13
B	B47	CAIDAS	B47CAIDAS		E	3.72	3.72	0	MA	0	25.73	1.89	7.32	7.66
B	B47	CAIDAS	B47CAIDAS		E	3.29	3.29	0	MA	0	26.75	1.91	6.66	7.46
B	B47	CAIDAS	B47CAIDAS		E	3.23	3.23	0	MA	0	26.26	2.45	6.75	6.14
B	B47	CAIDAS	B47CAIDAS		E	10.3	10.3	13.9	DE	-13.9	29.03	1.98	8.22	6.29
B	B47	CAIDAS	B47CAIDAS		D	4.38	-4.38	9.39	DE	-9.39	21.11		5.84	5.83
B	B47	CAIDAS	B47CAIDAS		AP	0	0	2.75	DE	-2.75	27.4	2.07	7.54	8.61
B	B47	CAIDAS	B47CAIDAS		E	6.54	6.54	2.88	EE	2.88	25.69	1.58	7.21	7.62
B	B47	CAIDAS	B47CAIDAS		E	2.88	2.88	1.8	DE	-1.8	27.14	2.03	7.82	7.78
B	B47	CAIDAS	B47CAIDAS		AP	0	0	3.53	DE	-3.53	31.14	2.36	6.53	7.6
B	B47	CAIDAS	B47CAIDAS		AP	0	0	3.68	DE	-3.68	26.6	3	5.83	8.79
B	B47	CAIDAS	B47CAIDAS		E	3.47	3.47	1.52	EE	1.52	23.44	2.1	7.35	7.68
B	B47	CAIDAS	B47CAIDAS		AP	0	0	5.03	DE	-5.03	27.53	1.74	7.05	8.28
B	B47	CAIDAS	B47CAIDAS		E	3	3	1.53	DE	-1.53	28.4	1.97	7.39	8.6
B	B47	CAIDAS	B47CAIDAS		E	4.44	4.44	0	MA	0	24.2	2.5	8.54	7.5
B	B47	CAIDAS	B47CAIDAS		E	4.44	4.44	0	MA	0	28.28	2.37	7.49	7.38
B	B48	BL	B48BL	6	D	0.83	-0.83	4.22	DE	-4.22	26.41	1.86	6.53	6.69
B	B48	RJ	B48RJ	6	E	2.52	2.52	0	MA	0	26.41	1.86	6.53	6.69
B	B48	AM	B48AM	6	E	0.96	0.96	2.55	DE	-2.55	26.29	1.98	5.77	7.9
B	B48	CAIDAS	B48CAIDAS		D	0.48	-0.48	3.17	DE	-3.17	24.23	2.18	6.17	6.79
B	B48	CAIDAS	B48CAIDAS		AP	0	0	3.11	DE	-3.11	25.32	2.35	6.46	6.64
B	B48	CAIDAS	B48CAIDAS		AP	0	0	2.64	DE	-2.64	22.34	1.64	7	6.42
B	B48	CAIDAS	B48CAIDAS		AP	0	0	3.26	DE	-3.26	24.56	1.76	7.38	7.02
B	B48	CAIDAS	B48CAIDAS		E	1.18	1.18	1.58	DE	-1.58	19.39	1.94	5.49	7.58
B	B48	CAIDAS	B48CAIDAS		E	1.87	1.87	0	MA	0	19.05	1.83	4.45	5.68
B	B48	CAIDAS	B48CAIDAS		AP	0	0	3.5	DE	-3.5	26.86	1.88	5.78	7.02
B	B48	CAIDAS	B48CAIDAS		E	3.92	3.92	0	MA	0	25.21	1.79	3.99	7.69
B	B48	CAIDAS	B48CAIDAS		AP	0	0	4.06	DE	-4.06	29.79	2	7.36	7.92
B	B48	CAIDAS	B48CAIDAS		AP	0	0	2.43	DE	-2.43	26.33	1.89	4.57	7.4
B	B48	CAIDAS	B48CAIDAS		E	1.59	1.59	1.32	DE	-1.32	22.26	2.04	6.2	6.66
B	B48	CAIDAS	B48CAIDAS		D	3.22	-3.22	7.21	DE	-7.21	26.46	1.78	7.56	7.86
B	B48	CAIDAS	B48CAIDAS		E	2.18	2.18	0	MA	0	19.48	2.12	4.67	7.02
B	B48	CAIDAS	B48CAIDAS		E	3.54	3.54	0	MA	0	21.21	1.85	5.7	7.1
B	B48	CAIDAS	B48CAIDAS		E	1.54	1.54	0	MA	0	21.52	2.13	5.89	6.23
B	B48	RS	B48RS	6	E	6.73	6.73	4.75	EE	4.75	11.69		3.77	4.32
B	B48	RS	B48RS			6.56	6.56	3.55	EE	3.55	10.57	1.36	5.38	5.01
B	B50bis	CAIDAS	B50bisCAIDAS		E	1.76	1.76	4.6	DE	-4.6	27.73	1.38	6.74	5.27
B	B50bis	CAIDAS	B50bisCAIDAS		D	1.82	-1.82	4.19	DE	-4.19	26.06	1.43	6.2	5.13
B	B50bis	CAIDAS	B50bisCAIDAS		E	2.22	2.22	5.31	DE	-5.31	28.94	1.22	6.23	5.75
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	3.58	DE	-3.58	29.06	1.88	6.27	6.25
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	4.38	DE	-4.38	27.62	1.23	6.3	5.93
B	B50bis	CAIDAS	B50bisCAIDAS		D	0.89	-0.89	6.02	DE	-6.02	28.25	1.62	7.14	7.15
B	B50bis	CAIDAS	B50bisCAIDAS		D	1.06	-1.06	3.73	DE	-3.73	28.51	1.61	5.32	5.63
B	B50bis	CAIDAS	B50bisCAIDAS		D	1.8	-1.8	5.38	DE	-5.38	31.77	1.23	6.15	4.41
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	5.45	DE	-5.45	28.01	1.74	7.44	8.7
B	B50bis	CAIDAS	B50bisCAIDAS		D	1.2	-1.2	4.19	DE	-4.19	27.99	1.56	5.83	6.51
B	B50bis	CAIDAS	B50bisCAIDAS		D	0.26	-0.26	3.35	DE	-3.35	27.2	1.58	5.47	6.1
B	B50bis	CAIDAS	B50bisCAIDAS		D	0.43	-0.43	4.53	DE	-4.53	29.97	1.61	4.84	5.19
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	3.92	DE	-3.92	28.88	1.41	5.02	6.13
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	2.86	DE	-2.86	26.89	1.77	5.43	4.49
B	B50bis	CAIDAS	B50bisCAIDAS		D	0.68	-0.68	4.75	DE	-4.75	29.58	1.41	6.28	5.68
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	4.54	DE	-4.54	29.65	1.67	6.65	5.42
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	3.96	DE	-3.96	23.83	2.55	5.17	4.66
B	B50bis	CAIDAS	B50bisCAIDAS		D	1.65	-1.65	4.04	DE	-4.04	27.43	2.05	6.26	6.72
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	4.09	DE	-4.09	31.06	2.46	6.86	5.67
B	B50bis	CAIDAS	B50bisCAIDAS		AP	0	0	3.99	DE	-3.99	30.34	1.73	5.32	6.68
B	B50-51	RJ	B50-51RJ	6	E	3.23	3.23	3.56	DE	-3.56	28.27	2.82	7.59	6.23
B	B50-51	RJ	B50-51RJ		E	6.09	6.09	2.46	EE	2.46	18.26	1.95	7.19	6.91
B	B50-51	RJ	B50-51RJ		E	7.28	7.28	3.75	EE	3.75	18.46	2.89	7.89	7.59
B	B50-51	RJ	B50-51RJ		E	6.97	6.97	3.31	EE	3.31	23.74	1.92	8.36	5.85
B	B50-51	BL	B50-51BL	6	E	6.73	6.73	2.26	EE	2.26	27.72	3.03	11.25	8.43
B	B50-51	BL	B50-51BL		E	5.32	5.32	2.16	EE	2.16	27.9	3.01	10.81	8.93
B	B50-51	BL	B50-51BL								23.48	2.34	10.24	9.08
B	B50-51	BL	B50-51BL		E	6.51	6.51	1.58	EE	1.58	26.55	1.91	7.38	7.32
B	B50-51	CAIDAS	B50-51CAIDAS		E	6.21	6.21	3.45	EE	3.45	20.91	1.83	5.79	5.76
B	B50-51	CAIDAS	B50-51CAIDAS		E	8.01	8.01	4.2	EE	4.2	18.64	1.57	7	6.26
B	B50-51	CAIDAS	B50-51CAIDAS		E	3.18	3.18	0	MA	0	23.76	1.94	5.57	6.49
B	B50-51	CAIDAS	B50-51CAIDAS		E	3.93	3.93	0	MA	0	22.99	1.97	5.75	5.47
B	B50-51	CAIDAS	B50-51CAIDAS		E	2.48	2.48	0	MA	0	16.18	1.9	7	6
B	B50-51	CAIDAS	B50-51CAIDAS		E	6.1	6.1	3.47	EE	3.47	17.37	1.81	6.71	4.51
B	B50-51	CAIDAS	B50-51CAIDAS		E	4.23	4.23	1.82	DE	-1.82	20.89	1.74	6.14	6.87
B	B50-51	CAIDAS	B50-51CAIDAS		E	5.35	5.35	2.37	EE	2.37	15.19	1.95	6.08	5.88
B	B52	AZ	B52AZ	12	E	3.64	3.64	0	MA	0	18.28	2.43	6.16	5.4
B	B52	AZ	B52AZ		E	4.33	4.33	1.53	EE	1.53	17.93	2.08	6.18	4.01
B	B52	AM	B52AM	6	E	5.22	5.22	0	MA	0	21.29	1.84	5.45	8.13
B	B52	AM	B52AM		E	6.91	6.91	4.32	EE	4.32	24.38	2.01	7.67	7.73
B	B52	AM	B52AM		E	4.26	4.26	0	MA	0	23.35	1.9	7.56	4.51
B	B52	RS	B52RS	12	E	9.18	9.18	9.62	EE	9.62	16.85	1.82	6.25	6.04
B	B52	RS	B52RS		E	2.04	2.04				24.24	2.77		
B	B52	RS	B52RS		E	2.2	2.2	5.84	DE	-5.84	28.04	2.17	11.17	9.77
B	B52	RS	B52RS		E	6.56	6.56	11.23	DE	-11.23	25.61	2.22	11.18	8.77
B	B52	BL	B52BL	12	E	6.46	6.46	0	MA	0	23.92	1.23	11.6	9.3
B	B52	BL	B52BL		E	6.14	6.14	1.81	EE	1.81	29.14	1.85	12.06	10.47
B	B52	BL	B52BL		E	4.26	4.26	1.5	DE	-1.5	19.7	2.07	11.41	8.13
B	B52	BL	B52BL		E	4.25	4.25	1.14	DE	-1.14	27.28	2.44	11.24	8.13
B	B52	RJ	B52RJ	7	E	3.33	3.33	0	MA	0	13.68	1.59	5.36	4.46
B	B52	RJ	B52RJ		E	3.53	3.53	0	MA	0	14.65	1.68	6.22	5.74
B	B53	AM	B53AM	6	E	4.65	4.65	3.55	DE	-3.55	26.23	2.18	9.58	11.16
B	B53	AM	B53AM		E	1.97	1.97	7.95	DE	-7.95	28.29	1.88	12.23	10.96
B	B53	AM	B53AM		E	7.45	7.45	2.85	DE	-2.85	26.29	2.09	7.79	9.98
B	B53	AM	B53AM		E	7.6	7.6	3.09	DE	-3.09	29.34	2.55	12.14	10.63
B	B53	RJ	B53RJ	12	E	1.37	1.37	6.69	DE	-6.69	26.17	1.36	7.97	12.19
B	B53	RJ	B53RJ		E	2.2	2.2	5.6	DE	-5.6	25.1	1.93	11.85	8.4
B	B53	RJ	B53RJ		E	3.01	3.01	5.72	DE	-5.72	25.86	1.78	12.74	14.17
B	B53	RJ	B53RJ		E	1.42	1.42	6.76	DE	-6.76	37.74	2.48	11.16	9.28
B	B53	AZ	B53AZ	12	E	2.93	2.93	2.48	DE	-2.48	20.89	1.69	11.25	11.59
B	B53	AZ	B53AZ		D	1.14	-1.14	7.64	DE	-7.64	22.18	1.82	12.05	12.53
B	B53	AZ	B53AZ		E	4.14	4.14	0	MA	0	23.63	1.89	10.67	10.16
B	B53	AZ	B53AZ		E	6.41	6.41	2.01	DE	-2.01	27.51	2.06	12.69	9.35
B	B53	BL	B53BL	12	E	7.72	7.72	1.73	DE	-1.73	27.35	2.11	15.56	9.5
B	B53	BL	B53BL		E	6.22	6.22	2.85	DE	-2.85	4.93	1.71	11.51	12
B	B53	BL	B53BL		E	6.02	6.02	2.54	DE	-2.54	26.35	2.31	16.68	10.17
B	B53	BL	B53BL		E	4.86	4.86	2.38	DE	-2.38	26.02	2.03	11.82	12.67
B	B53	RS	B53RS	12	E	4.75	4.75	0	MA	0	17.35	1.77	8.78	7.79
B	B53	RS	B53RS		E	4.57	4.57	0	MA	0	21.77	2.04	9.21	6.76
B	B53	RS	B53RS		E	6.15	6.15	2.01	EE	2.01	15.2	1.63	9.16	12.7
B	B53	RS	B53RS		AP	0	0	2.93	DE	-2.93	13.11	1.81	6.38	10.05
B	B55	RJ	B55RJ	5	E	3.44	3.44	0	MA	0	28.64	2.5	10.48	9.73
B	B55	RJ	B55RJ		E	0.95	0.95	4.49	DE	-4.49	30.84	2.6	10.43	10.47
B	B55	AZ	B55AZ	4	E	2.82	2.82	1.12	DE	-1.12	31.01	2.34	11.52	9.68
B	B61	CAIDAS	B61CAIDAS		D	4.61	-4.61	8.17	DE	-8.17	32.62	1.7	6.65	8.33
B	B61	CAIDAS	B61CAIDAS		D	4.43	-4.43	7.58	DE	-7.58	27.19	1.9	8.06	7.51
B	B61	CAIDAS	B61CAIDAS		D	1.82	-1.82	6.86	DE	-6.86	29.78	2.64	7.15	9.36
B	B61	CAIDAS	B61CAIDAS		D	2.89	-2.89	5.56	DE	-5.56	27.65	1.85	6.33	7.15
B	B61	CAIDAS	B61CAIDAS		D	2.26	-2.26	5.44	DE	-5.44	25.52	1.92	6.96	7.88
B	B61	CAIDAS	B61CAIDAS		E	3.34	3.34	8.2	DE	-8.2	31.38	1.63	6.98	8.8
B	B61	CAIDAS	B61CAIDAS		D	1.58	-1.58	6.95	DE	-6.95	29.35	1.87	7.43	8.77
B	B61	CAIDAS	B61CAIDAS		AP	0	0	4.17	DE	-4.17	25.5	1.51	8.39	9.84
B	B61	CAIDAS	B61CAIDAS		D	4.2	-4.2	6.91	DE	-6.91	33.11	1.78	7.02	8.6
B	B61	CAIDAS	B61CAIDAS		D	1.76	-1.76	6.26	DE	-6.26	27.81	1.5	8.72	7.07
B	B61	CAIDAS	B61CAIDAS		D	1.25	-1.25	4.14	DE	-4.14	30.15	1.71	6.46	7.68
B	B61	CAIDAS	B61CAIDAS		D	1.6	-1.6	4.55	DE	-4.55	27.21	1.67	7.64	7.11
B	B61	CAIDAS	B61CAIDAS		E	2.38	2.38	6.1	DE	-6.1	28.69	1.84	7.12	7.46
B	B61	CAIDAS	B61CAIDAS		AP	0	0	5.11	DE	-5.11	24.28	1.85	7.44	8.95
B	B61	CAIDAS	B61CAIDAS		D	0.53	-0.53	4.26	DE	-4.26	26.78	1.76	5.77	7.34
B	B61	CAIDAS	B61CAIDAS		D	5.04	-5.04	8.85	DE	-8.85	31.92	1.9	7.82	6.22
B	B61	CAIDAS	B61CAIDAS		E	1.09	1.09	2.92	DE	-2.92	26.92	1.8	7.13	6.99
B	B61	CAIDAS	B61CAIDAS		D	3.08	-3.08	6.51	DE	-6.51	29.95	2.02	4.96	6.84
B	B61	CAIDAS	B61CAIDAS		D	1.95	-1.95	7.24	DE	-7.24	28.68	1.72	7.38	9.19
B	B61	CAIDAS	B61CAIDAS		D	3.15	-3.15	6.84	DE	-6.84	26.81	1.57	6.97	7.72
B	B64	AZ	B64AZ	6	E	2.51	2.51	2.08	DE	-2.08	28.28	2.02	10.25	7.17
B	B64	AZ	B64AZ		E	0.18	0.18	1.25	DE	-1.25	28.17	1.82	10.51	7.7
B	B64	AZ	B64AZ		E	1.47	1.47	5.57	DE	-5.57	27.46	1.76	7.57	5.76
B	B64	AZ	B64AZ		E	3.26	3.26	1.61	DE	-1.61	27.45	1.66	8.29	6.5
B	B64	BL	B64BL	12	E	1.87	1.87	2.09	DE	-2.09	19.59	2.04	5.81	5.91
B	B64	BL	B64BL		E	1.13	1.13	3.47	DE	-3.47	22.36	1.55	6.19	5.41
B	B64	BL	B64BL		AP	0	0	4.72	DE	-4.72	18.71	1.9	7.13	6.43
B	B64	BL	B64BL		E	1.01	1.01	3.08	DE	-3.08	20.01	1.4	6.91	6.1
B	B64	AM	B64AM	12	E	2.45	2.45	1.42	DE	-1.42	24.96	1.58	8.16	8.52
B	B64	AM	B64AM		E	2.67	2.67	3.57	DE	-3.57	25.96	1.91	9.21	6.82
B	B64	AM	B64AM		AP	0	0	3.57	DE	-3.57	23.99	1.74	6.68	5.48
B	B64	AM	B64AM		E	3.53	3.53	0	MA	0	24.12	1.41	6.8	6.26
B	B64	RJ	B64RJ	5	E	0.45	0.45	3.7	DE	-3.7	26.98	1.59	7.26	7.84
B	B64	RJ	B64RJ		E	2.31	2.31	2.24	DE	-2.24	18.54	1.75	8.95	7.91
B	B64	RS	B64RS	8	AP	0	0	3.59	DE	-3.59	22.52	2.04	8.65	8.41
B	B64	RS	B64RS		E	1.55	1.55	2.48	DE	-2.48	21.08	1.34	5.16	4.05
B	B65	RS	B65RS	12	E	5.73	5.73	1.83	EE	1.83	28.7	1.9	12.48	9.94
B	B65	RS	B65RS		E	4.09	4.09	2.58	DE	-2.58	27.68	1.73	11.84	9.94
B	B65	RS	B65RS		D	8.62	-8.62	14.06	DE	-14.06	27	1.46	9.04	6.8
B	B65	RS	B65RS		E	2.94	2.94	3.96	DE	-3.96	30	2	10.07	9.88
